1377299093, 52.75
1377299094, 52.75
1377299125, 52.75
1377299130, 52.78
1377299135, 52.75
1377299140, 52.75
1377299145, 52.78
1377299150, 52.81
1377299155, 52.78
1377299160, 52.78
1377299165, 52.78
1377299170, 52.75
1377299175, 52.78
1377299180, 52.78
1377299185, 52.78
1377299190, 52.78
1377299195, 52.78
1377299200, 52.81
1377299205, 52.78
1377299210, 52.81
1377299215, 52.78
1377299220, 52.81
1377299225, 52.78
1377299230, 52.81
1377299235, 52.78
1377299240, 52.81
1377299245, 52.81
1377299250, 52.81
1377299255, 52.81
1377299260, 52.81
1377299265, 52.81
1377299270, 52.81
1377299275, 52.81
1377299280, 52.81
1377299285, 52.81
1377299290, 52.81
1377299295, 52.81
1377299300, 52.84
1377299305, 52.84
1377299310, 52.81
1377299315, 52.81
1377299320, 52.81
1377299325, 52.81
1377299330, 52.81
1377299335, 52.81
1377299340, 52.84
1377299345, 52.81
1377299350, 52.81
1377299355, 52.84
1377299360, 52.81
1377299365, 52.81
1377299370, 52.81
1377299375, 52.84
1377299380, 52.84
1377299385, 52.81
1377299390, 52.84
1377299395, 52.84
1377299400, 52.84
1377299405, 52.84
1377299410, 52.84
1377299415, 52.84
1377299420, 52.84
1377299425, 52.84
1377299430, 52.84
1377299435, 52.87
1377299440, 52.84
1377299445, 52.87
1377299450, 52.87
1377299455, 52.87
1377299460, 52.87
1377299465, 52.87
1377299470, 52.87
1377299475, 52.87
1377299480, 52.87
1377299485, 52.87
1377299490, 52.87
1377299495, 52.87
1377299500, 52.87
1377299505, 52.87
1377299510, 52.87
1377299515, 52.87
1377299520, 52.87
1377299525, 52.87
1377299530, 52.91
1377299535, 52.87
1377299540, 52.87
1377299545, 52.91
1377299550, 52.87
1377299555, 52.91
1377299560, 52.91
1377299565, 52.87
1377299570, 52.91
1377299575, 52.87
1377299580, 52.91
1377299585, 52.91
1377299590, 52.91
1377299595, 52.87
1377299600, 52.87
1377299605, 52.87
1377299610, 52.87
1377299615, 52.87
1377299620, 52.87
1377299625, 52.91
1377299630, 52.91
1377299635, 52.87
1377299640, 52.87
1377299645, 52.91
1377299650, 52.91
1377299655, 52.91
1377299660, 52.91
1377299665, 52.94
1377299670, 52.91
1377299675, 52.91
1377299680, 52.91
1377299685, 52.94
1377299690, 52.91
1377299695, 52.94
1377299700, 52.91
1377299705, 52.94
1377299710, 52.91
1377299715, 52.94
1377299720, 52.94
1377299725, 52.91
1377299730, 52.91
1377299735, 52.94
