1377299093, 387.00
1377299094, 391.00
1377299125, 383.00
1377299130, 389.00
1377299132, 387.00
1377299137, 389.00
1377299142, 397.00
1377299147, 399.00
1377299152, 399.00
1377299157, 399.00
1377299162, 397.00
1377299167, 398.00
1377299172, 401.00
1377299177, 400.00
1377299182, 402.00
1377299187, 395.00
1377299192, 402.00
1377299197, 392.00
1377299202, 395.00
1377299207, 400.00
1377299212, 400.00
1377299217, 399.00
1377299222, 397.00
1377299227, 395.00
1377299232, 398.00
1377299237, 391.00
1377299242, 398.00
1377299247, 383.00
1377299252, 399.00
1377299257, 399.00
1377299262, 402.00
1377299267, 407.00
1377299272, 399.00
1377299277, 409.00
1377299282, 400.00
1377299287, 400.00
1377299292, 403.00
1377299297, 391.00
1377299302, 400.00
1377299307, 399.00
1377299312, 404.00
1377299317, 408.00
1377299322, 405.00
1377299327, 402.00
1377299332, 409.00
1377299337, 407.00
1377299342, 409.00
1377299347, 399.00
1377299352, 414.00
1377299357, 415.00
1377299362, 413.00
1377299367, 408.00
1377299372, 414.00
1377299377, 403.00
1377299382, 413.00
1377299387, 407.00
1377299393, 407.00
1377299397, 414.00
1377299403, 410.00
1377299408, 407.00
1377299413, 405.00
1377299418, 407.00
1377299422, 411.00
1377299427, 403.00
1377299432, 412.00
1377299437, 411.00
1377299442, 408.00
1377299447, 399.00
1377299452, 407.00
1377299457, 407.00
1377299462, 407.00
1377299467, 418.00
1377299472, 425.00
1377299477, 426.00
1377299482, 426.00
1377299487, 421.00
1377299492, 417.00
1377299497, 404.00
1377299502, 403.00
1377299507, 418.00
1377299512, 423.00
1377299517, 415.00
1377299522, 414.00
1377299527, 412.00
1377299532, 407.00
1377299537, 410.00
1377299542, 399.00
1377299547, 406.00
1377299552, 407.00
1377299557, 409.00
1377299562, 418.00
1377299567, 413.00
1377299572, 416.00
1377299577, 423.00
1377299582, 415.00
1377299587, 407.00
1377299592, 415.00
1377299597, 414.00
1377299602, 411.00
1377299607, 411.00
1377299612, 400.00
1377299617, 411.00
1377299622, 405.00
1377299627, 416.00
1377299632, 412.00
1377299637, 412.00
1377299642, 412.00
1377299647, 415.00
1377299652, 419.00
1377299657, 416.00
1377299662, 419.00
1377299667, 415.00
1377299672, 413.00
1377299677, 419.00
1377299682, 416.00
1377299687, 411.00
1377299692, 415.00
1377299697, 415.00
1377299702, 406.00
1377299707, 415.00
1377299712, 423.00
1377299717, 421.00
1377299722, 425.00
1377299727, 419.00
1377299732, 422.00
1377299737, 423.00
1377299742, 435.00
1377299747, 438.00
1377299752, 440.00
1377299757, 436.00
1377299762, 427.00
1377299767, 435.00
1377299772, 432.00
1377299777, 437.00
1377299782, 436.00
1377299787, 437.00
1377299792, 437.00
1377299797, 427.00
1377299802, 431.00
1377299807, 427.00
1377299812, 425.00
1377299817, 421.00
1377299822, 414.00
1377299827, 408.00
1377299833, 414.00
1377299837, 407.00
1377299842, 418.00
1377299847, 419.00
1377299852, 408.00
1377299857, 408.00
1377299862, 397.00
1377299867, 401.00
1377299872, 405.00
1377299877, 400.00
1377299882, 407.00
1377299887, 409.00
1377299892, 400.00
1377299897, 397.00
1377299902, 391.00
1377299907, 390.00
1377299912, 403.00
1377299917, 407.00
1377299923, 421.00
1377299927, 424.00
1377299932, 421.00
1377299937, 423.00
1377299942, 425.00
1377299947, 430.00
1377299952, 431.00
1377299957, 427.00
1377299962, 432.00
1377299967, 434.00
1377299972, 432.00
1377299977, 431.00
1377299982, 431.00
1377299987, 427.00
1377299992, 415.00
1377299997, 424.00
1377300002, 424.00
1377300007, 419.00
1377300012, 431.00
1377300017, 444.00
1377300022, 443.00
1377300027, 431.00
1377300032, 431.00
1377300037, 416.00
1377300042, 402.00
1377300047, 409.00
1377300052, 399.00
1377300057, 404.00
1377300062, 404.00
1377300067, 399.00
1377300072, 414.00
1377300077, 413.00
1377300082, 415.00
1377300087, 419.00
1377300092, 420.00
1377300097, 423.00
1377300102, 422.00
1377300107, 428.00
1377300112, 427.00
1377300117, 429.00
1377300122, 439.00
1377300127, 439.00
1377300132, 437.00
1377300137, 441.00
1377300142, 427.00
1377300147, 431.00
1377300152, 430.00
1377300157, 431.00
1377300162, 431.00
1377300167, 428.00
1377300173, 427.00
1377300177, 425.00
1377300182, 415.00
1377300187, 420.00
1377300192, 423.00
1377300197, 432.00
1377300202, 438.00
1377300207, 436.00
1377300212, 423.00
1377300217, 431.00
1377300222, 435.00
1377300227, 439.00
1377300232, 431.00
1377300237, 441.00
1377300242, 443.00
1377300247, 430.00
1377300252, 437.00
1377300257, 447.00
1377300262, 455.00
1377300267, 455.00
1377300272, 447.00
1377300277, 450.00
1377300282, 446.00
1377300287, 440.00
1377300292, 439.00
1377300297, 432.00
1377300302, 432.00
1377300307, 421.00
1377300312, 430.00
1377300317, 423.00
1377300322, 428.00
1377300327, 423.00
1377300332, 428.00
1377300337, 427.00
1377300342, 431.00
1377300347, 431.00
1377300352, 437.00
1377300357, 439.00
1377300362, 427.00
1377300367, 427.00
1377300372, 427.00
1377300377, 431.00
1377300382, 435.00
1377300387, 443.00
1377300392, 416.00
1377300397, 421.00
1377300402, 416.00
1377300407, 408.00
1377300412, 416.00
1377300417, 422.00
1377300422, 425.00
1377300427, 430.00
1377300432, 433.00
1377300437, 431.00
1377300442, 432.00
1377300447, 427.00
1377300452, 435.00
1377300457, 427.00
1377300462, 433.00
1377300467, 427.00
1377300472, 431.00
1377300477, 423.00
1377300482, 432.00
1377300487, 433.00
1377300492, 436.00
1377300497, 436.00
1377300502, 437.00
1377300507, 431.00
1377300512, 427.00
1377300517, 423.00
1377300522, 431.00
1377300527, 435.00
1377300532, 437.00
1377300537, 438.00
1377300542, 439.00
1377300547, 432.00
1377300552, 432.00
1377300557, 431.00
1377300562, 427.00
1377300567, 435.00
1377300572, 435.00
1377300577, 445.00
1377300582, 435.00
1377300587, 435.00
1377300592, 439.00
1377300597, 439.00
1377300602, 431.00
1377300607, 430.00
1377300612, 420.00
1377300617, 428.00
1377300622, 422.00
1377300627, 424.00
1377300632, 429.00
1377300637, 431.00
1377300642, 433.00
1377300647, 437.00
1377300652, 440.00
1377300657, 439.00
1377300662, 447.00
1377300667, 449.00
1377300672, 452.00
1377300677, 454.00
1377300682, 448.00
1377300687, 451.00
1377300692, 447.00
1377300697, 437.00
1377300702, 431.00
1377300707, 431.00
1377300712, 423.00
1377300717, 431.00
1377300722, 429.00
1377300727, 416.00
1377300732, 424.00
1377300737, 428.00
1377300742, 434.00
1377300747, 437.00
1377300752, 439.00
1377300757, 439.00
1377300762, 437.00
1377300767, 437.00
1377300772, 448.00
1377300777, 440.00
1377300782, 431.00
1377300787, 436.00
1377300792, 432.00
1377300797, 427.00
1377300802, 431.00
